site,event,date,white_id,black_id,result,white_elo,black_elo,white_rating_diff,black_rating_diff,varient,time_control,eco,termination,moves,black_title,white_title,win/lose,my_rating,oponent_rating,year,month,day,weekday,UTCdate_time,total_moves
https://lichess.org/rvt8BTnJ,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,tigrechat,White won,1716,1730,6,-6,Standard,180+2,B30,Time forfeit,1. e4 c5 2. Nf3 Nc6 3. Bc4 g6 4. d4 cxd4 5. Nxd4 Bg7 6. Nxc6 bxc6 7. Nd2 e6 8. O-O d5 9. exd5 cxd5 10. Bb5+ Bd7 11. Bxd7+ Qxd7 12. c3 Ne7 13. Nb3 O-O 14. Be3 Rfd8 15. Qf3 Nf5 16. Bg5 Rdb8 17. Rad1 Qa4 18. Nc5 Qxa2 19. Nd7 Rxb2 20. Nf6+ Kh8 21. Qh3 Bxf6 22. Bxf6+ Kg8 23. g4 Nd6 24. Rd3 Qc4 25. Rfd1 Ne4 26. g5 Rxf2 27. Qh6 1-0,no title,no title,win,1716,1730,2020,12,31,3,2020-12-31 09:45:51,27
https://lichess.org/OPYmP80g,Rated Blitz game,2020-12-31 00:00:00,paperless,Lovelishkumar,White won,1720,1721,6,-5,Standard,180+2,D00,Normal,1. d4 d5 2. f4 Nc6 3. e3 Bf5 4. Nf3 e6 5. c4 dxc4 6. Nc3 a6 7. Bxc4 Nf6 8. O-O Ne4 9. Nxe4 Bxe4 10. Bd3 Bg6 11. Bxg6 hxg6 12. Ng5 Be7 13. Qb3 Rb8 14. Bd2 Bxg5 15. fxg5 Qxg5 16. Rad1 Qh4 17. h3 Qg3 18. Rf3 Qg5 19. e4 Qh5 20. Qd3 Rd8 21. Rdf1 Nxd4 22. Qa3 Nxf3+ 23. Rxf3 Rxd2 24. Qa4+ c6 25. Qb3 Qc5+ 26. Kh2 Qe5+ 27. Kg1 Rxb2 28. Qd3 Qb5 29. Qd6 Rb1+ 30. Kh2 Rh6 31. Qb8+ Kd7 32. Rxf7# 1-0,no title,no title,lose,1721,1720,2020,12,31,3,2020-12-31 09:39:11,32
https://lichess.org/1dZMTni9,Rated Blitz game,2020-12-31 00:00:00,aleksandr2510,Lovelishkumar,White won,1724,1727,6,-6,Standard,180+2,C42,Normal,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. Qe2 Qe7 6. d3 Nf6 7. Bg5 Nbd7 8. Nc3 h6 9. O-O-O hxg5 10. Nxg5 Qxe2 11. Bxe2 Be7 12. Nb5 Bd8 13. Rhe1 Kf8 14. h3 a6 15. Nd4 Nd5 16. f4 Nxf4 17. Ngf3 Nxe2+ 18. Rxe2 b6 19. Rde1 Nf6 20. g4 Bd7 21. g5 Nd5 22. h4 Nf4 23. Re4 Ng2 24. R1e2 Nxh4 25. Nxh4 Bxg5+ 26. Kb1 Rxh4 27. Rxh4 Bxh4 28. a4 Re8 29. Rg2 Bf6 30. Nf3 Bc6 31. Rf2 Bxf3 32. Rxf3 Re1+ 33. Ka2 Rg1 34. c3 Be5 35. d4 Bh2 36. Rh3 Rg2 37. Rh8+ Ke7 38. Rc8 Kd7 39. Rf8 f6 40. Rf7+ Kc6 41. Ka3 Bf4 42. b4 Bh6 43. d5+ Kxd5 44. Rxc7 f5 45. Ra7 f4 46. Rxa6 f3 47. Rxb6 f2 48. c4+ Ke6 49. c5 f1=Q 50. a5 Qa1+ 51. Kb3 Rc2 52. Rxd6+ Ke5 53. Kxc2 Qc1+ 54. Kb3 Qb1+ 55. Ka4 Qa2+ 56. Kb5 Bd2 57. a6 Qb3 58. Rxd2 Qa2 59. Rxa2 1-0,no title,no title,lose,1727,1724,2020,12,31,3,2020-12-31 09:30:01,59
https://lichess.org/M2nLeZrp,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,mahi316,White won,1721,1722,6,-6,Standard,180+2,C50,Time forfeit,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. Nc3 a6 5. d3 Nf6 6. a3 Bc5 7. h3 O-O 8. O-O d6 9. Nd5 Nxd5 10. Bxd5 Be6 11. c3 Bxd5 12. exd5 Ne7 13. c4 b5 14. Be3 Bxe3 15. fxe3 c6 16. e4 f5 17. dxc6 fxe4 18. dxe4 bxc4 19. Rc1 Nxc6 20. Rxc4 Rc8 21. Qc2 Na5 22. Rxc8 Qxc8 23. Qd3 1-0,no title,no title,win,1721,1722,2020,12,31,3,2020-12-31 09:24:18,23
https://lichess.org/PstsBOEu,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,bazr-o-2020,White won,1714,1789,7,-7,Standard,180+2,B40,Normal,1. e4 c5 2. Nf3 e6 3. c3 Nf6 4. d4 Nxe4 5. Bd3 Nf6 6. O-O cxd4 7. Nxd4 Nc6 8. Nxc6 bxc6 9. h3 d5 10. Nd2 c5 11. Nf3 c4 12. Bc2 Bd6 13. b3 Ba6 14. Re1 O-O 15. Bg5 Be7 16. Nd4 Qc7 17. Qf3 Rac8 18. b4 e5 19. Nf5 d4 20. Nxe7+ Qxe7 21. cxd4 h6 22. Bxf6 Qxf6 23. Qxf6 gxf6 24. dxe5 fxe5 25. Rxe5 Kg7 26. Rae1 Rc7 27. R1e3 Rb8 28. a3 c3 29. Rf5 Bc8 30. Rg3+ Kf8 31. Rf6 h5 32. Bg6 Ke7 33. Rxf7+ Kd6 34. Rxc7 Kxc7 35. Bxh5 a5 36. Rxc3+ Kd6 37. bxa5 Rb1+ 38. Kh2 Bb7 39. Bf3 Ba6 40. Rc6+ Ke5 41. Rxa6 1-0,no title,no title,win,1714,1789,2020,12,31,3,2020-12-31 09:15:45,41
https://lichess.org/WuwAfVSl,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,enjoi,Black won,1719,1760,-5,5,Standard,180+2,C50,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Nc3 h6 6. h3 d6 7. O-O O-O 8. Nd5 Nxd5 9. Bxd5 Ne7 10. Bb3 c6 11. a3 Ng6 12. Be3 Bxe3 13. fxe3 Qb6 14. d4 Be6 15. c4 exd4 16. exd4 c5 17. d5 Bd7 18. Qd2 Qxb3 19. Qf4 Nxf4 0-1,no title,no title,lose,1719,1760,2020,12,31,3,2020-12-31 09:11:40,19
https://lichess.org/OP9xcfNU,Rated Blitz game,2020-12-31 00:00:00,pedrogomez21,Lovelishkumar,White won,1709,1725,6,-6,Standard,180+2,D40,Normal,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. e3 dxc4 6. Bxc4 Nc6 7. O-O cxd4 8. exd4 Be7 9. a3 O-O 10. b4 a6 11. Bb3 b5 12. Qd3 Bb7 13. Bc2 g6 14. Bg5 Nd5 15. Bh6 Re8 16. Ne4 Bf8 17. Bxf8 Kxf8 18. Nc5 Rb8 19. h4 Nf4 20. Qe3 Qd6 21. g3 Nh5 22. Ne4 Qc7 23. Qh6+ Kg8 24. Nfg5 Nxd4 25. Qxh7+ Kf8 26. Qh8+ Ke7 27. Qxd4 Bxe4 28. Bxe4 Nxg3 29. fxg3 Qxg3+ 30. Bg2 Rbd8 31. Qc5+ Kd7 32. Rfd1+ 1-0,no title,no title,lose,1725,1709,2020,12,31,3,2020-12-31 09:03:58,32
https://lichess.org/lbHFYiWE,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,pedrogomez21,White won,1719,1715,6,-6,Standard,180+2,B10,Normal,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. h3 O-O 8. Bd3 a6 9. O-O b5 10. a3 Nc6 11. b4 Qc7 12. Qd2 Nd7 13. Nxd5 Qd6 14. Be4 f5 15. Bf4 e5 16. dxe5 Ndxe5 17. Nxe5 Bxe5 18. Bxe5 Qxe5 19. Bf3 Nd4 20. Ne7+ Qxe7 21. Bxa8 Qa7 22. Bd5+ Be6 23. Bxe6+ Nxe6 24. Qd5 Qf7 25. Rfe1 Re8 26. Re3 Kg7 27. Rae1 Nc7 28. Qd4+ Kg8 29. Rxe8+ Nxe8 30. Qb6 1-0,no title,no title,win,1719,1715,2020,12,31,3,2020-12-31 08:55:52,30
https://lichess.org/e1ZpODfN,Rated Blitz game,2020-12-31 00:00:00,katrielote,Lovelishkumar,Black won,1617,1715,-4,4,Standard,180+2,D02,Normal,1. d4 d5 2. Nf3 c5 3. g3 Nc6 4. Bg2 Bf5 5. O-O e6 6. c3 h6 7. Nbd2 Nf6 8. Qa4 Bd6 9. dxc5 Bxc5 10. Ne5 Qc7 11. Nxc6 bxc6 12. c4 O-O 13. cxd5 cxd5 14. Nb3 Bb6 15. h3 Ne4 16. Kh2 Nxf2 17. e3 Ne4 18. Nd4 Qxg3+ 19. Kg1 Bxh3 20. Qc2 e5 21. Rf3 Qxg2+ 22. Qxg2 Bxg2 23. Kxg2 exd4 24. exd4 Bxd4 25. Bf4 Bxb2 26. Rh1 Ng5 27. Bxg5 hxg5 28. Rfh3 f6 29. Rh8+ Kf7 30. R8h7 d4 31. Rb1 Bc3 32. Rb7+ Ke6 33. Rhxg7 Rad8 34. Rxa7 d3 35. Rg6 d2 36. Ra6+ Kf5 0-1,no title,no title,win,1715,1617,2020,12,31,3,2020-12-31 04:53:07,36
https://lichess.org/IH4n6SpB,Rated Blitz game,2020-12-31 00:00:00,Abra23,Lovelishkumar,White won,1749,1720,6,-5,Standard,180+2,C47,Normal,1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. d4 Nxd4 5. Nxd4 exd4 6. Qxd4 d6 7. Bg5 Be7 8. Bc4 O-O 9. h4 Be6 10. Bxe6 fxe6 11. O-O-O c5 12. Qd3 a6 13. h5 h6 14. Bd2 b5 15. f3 Qa5 16. g4 b4 17. Nb1 Qxa2 18. g5 b3 19. c3 Nd7 20. gxh6 Ne5 21. Qe2 d5 22. hxg7 Nc4 23. Be3 Na3 24. Nxa3 Qa1+ 25. Nb1 a5 26. Rdg1 a4 27. h6 a3 28. h7+ Kf7 1-0,no title,no title,lose,1720,1749,2020,12,31,3,2020-12-31 04:45:05,28
https://lichess.org/R3Y4awif,Rated Blitz game,2020-12-31 00:00:00,Claudio59,Lovelishkumar,White won,1703,1727,7,-7,Standard,180+2,C48,Time forfeit,1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. Bb5 d6 5. h3 a6 6. Ba4 b5 7. Bb3 Bb7 8. a3 Be7 9. d3 O-O 10. O-O h6 11. Be3 Nd4 12. Ba2 Nxf3+ 13. Qxf3 Re8 14. Ne2 c6 15. Ng3 Bc8 16. Nh5 Be6 17. Nxf6+ Bxf6 18. Bb1 d5 19. exd5 cxd5 20. c3 e4 21. dxe4 dxe4 22. Bxe4 Rc8 23. Rad1 Qe7 24. Bb7 Rc7 25. Bxa6 Bc4 26. Qf5 Be5 27. Rfe1 Qh4 28. f4 g6 29. Qe4 f5 30. Qf3 Bg7 31. b3 Bxb3 32. Bxb5 Bxd1 33. Qd5+ 1-0,no title,no title,lose,1727,1703,2020,12,31,3,2020-12-31 04:36:40,33
https://lichess.org/jicFukQp,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,Minusa-65,Black won,1732,1743,-5,6,Standard,180+2,B10,Normal,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nc6 5. Nc3 Nf6 6. Bd3 Bg4 7. Be3 e6 8. h3 Bxf3 9. Qxf3 Be7 10. a3 O-O 11. g4 a6 12. h4 Ne8 13. g5 f5 14. O-O Nd6 15. Qe2 Ne4 16. Qe1 e5 17. f3 Nxc3 18. Qxc3 e4 19. Be2 f4 20. Bd2 e3 21. Bc1 Qd7 22. b4 Qh3 23. Bxe3 Qg3+ 24. Kh1 Qxh4+ 25. Kg2 fxe3 26. Qxe3 Bxg5 27. Qe6+ Kh8 28. Rh1 Qxd4 29. Bd3 Bh6 30. Rad1 Rae8 31. Qd7 Re7 32. Qd6 Qe5 33. Qc5 Qg5+ 34. Kf2 Ne5 35. Rh3 Ng4+ 36. Kf1 Ne3+ 37. Kf2 Nxd1+ 0-1,no title,no title,lose,1732,1743,2020,12,31,3,2020-12-31 04:28:15,37
https://lichess.org/8A3Myi90,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,mcbago,Black won,1737,1810,-5,5,Standard,180+2,C50,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Bg5 h6 6. Bh4 g5 7. Bg3 d6 8. Nc3 Qe7 9. Nd5 Nxd5 10. Bxd5 Bd7 11. a3 f5 12. h3 f4 13. Bh2 O-O-O 14. c3 g4 15. hxg4 Bxg4 16. Bg1 h5 17. Bxc6 bxc6 18. Qb3 Qg7 19. Nh4 Kd7 20. f3 Be6 21. Qa4 Bxg1 22. Rxg1 Qg3+ 23. Ke2 Qxh4 24. Qxa7 Rb8 25. b4 Rhg8 26. Rae1 Ra8 27. Qf2 Qxf2+ 28. Kxf2 Rxa3 29. Rc1 Ra2+ 30. Ke1 Rgxg2 31. Rxg2 Rxg2 32. Ra1 0-1,no title,no title,lose,1737,1810,2020,12,31,3,2020-12-31 04:22:55,32
https://lichess.org/63dJxTgr,Rated Blitz game,2020-12-31 00:00:00,Kinghoa,Lovelishkumar,White won,1760,1742,5,-5,Standard,180+2,C55,Normal,1. e4 e5 2. Nf3 Nf6 3. Bc4 Nc6 4. d4 Nxd4 5. Nxe5 Ne6 6. O-O Nxe4 7. Re1 d5 8. Bxd5 Nf6 9. Nxf7 Qxd5 10. Nxh8 Qxd1 11. Rxd1 Bc5 12. Nc3 c6 13. Re1 Ke7 14. Na4 Bd6 15. Bg5 Bd7 16. Bxf6+ gxf6 17. Rad1 Rxh8 18. Nc3 Rg8 19. Ne4 Be5 20. g3 f5 21. Nc5 Nxc5 22. Rxe5+ Kf6 23. Rxc5 Re8 24. Rxd7 1-0,no title,no title,lose,1742,1760,2020,12,31,3,2020-12-31 04:15:32,24
https://lichess.org/rrJp2FZM,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,pan55pan,White won,1736,1735,6,-5,Standard,180+2,C00,Time forfeit,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Nf6 5. Nc3 Bd6 6. Bg5 c6 7. Bd3 O-O 8. h3 h6 9. Bh4 Be6 10. O-O Nbd7 11. b3 Qc7 12. Na4 b5 13. Nb2 Ne4 14. Re1 f5 15. c4 g5 16. cxd5 cxd5 17. Rc1 Qb8 18. Bxe4 fxe4 19. Nxg5 hxg5 20. Bxg5 Rf7 21. Qh5 Rg7 22. f3 Bf7 23. Qg4 Nf6 24. Qf5 Nh7 25. fxe4 Nxg5 26. exd5 Qf8 27. Re3 Nh7 28. Rcc3 Bg6 29. Qe6+ Kh8 30. Rc6 Bf4 31. Rf3 Qf5 32. Qxf5 Bxf5 33. Rxf4 Bxh3 34. Rf2 Bd7 35. Rh6 Kg8 36. Nd3 Ng5 37. Ne5 Rf8 38. Nxd7 Rxf2 39. Kxf2 Ne4+ 40. Ke3 Ng5 41. Nf6+ Kf7 42. Nh5 Rg6 43. Rxg6 Kxg6 44. Nf4+ Kf5 45. g3 Ne4 46. Ne2 Nd6 47. Kf3 a5 48. g4+ Kg5 49. Ng3 1-0,no title,no title,win,1736,1735,2020,12,31,3,2020-12-31 04:05:49,49
https://lichess.org/qwg5RyIT,Rated Blitz game,2020-12-31 00:00:00,zachprimeau,Lovelishkumar,Black won,1683,1731,-5,5,Standard,180+2,D30,Normal,1. d4 d5 2. c4 e6 3. Bf4 c5 4. e3 Nc6 5. cxd5 exd5 6. Nc3 Nf6 7. Nb5 Qa5+ 8. Nc3 Bf5 9. Nf3 Nb4 10. Bb5+ Nd7 11. O-O a6 12. Bxd7+ Bxd7 13. Ne5 cxd4 14. exd4 Be6 15. Re1 Bd6 16. Qf3 O-O 17. a3 Nc2 18. Bd2 Nxa1 19. Nxd5 Qxd5 20. Rxa1 Qxf3 21. Nxf3 Rad8 22. Bc3 Rfe8 23. Re1 Bb3 24. Nd2 Rxe1+ 25. Nf1 Bc4 26. Bxe1 Bxf1 27. Kxf1 Bxh2 28. g3 Rxd4 29. Kg2 Bxg3 30. fxg3 Rd1 31. Bf2 Rd2 32. Kf3 Rxb2 33. Bd4 Rb3+ 34. Kg4 Rxa3 35. Bc5 h6 36. Bxa3 g6 37. Be7 Kg7 38. Kf4 f5 39. Bd6 Kf7 40. g4 fxg4 41. Kxg4 Ke6 42. Bc7 b5 43. Bf4 b4 44. Bxh6 b3 45. Bc1 Kd5 46. Kf3 Kc4 47. Ke2 Kc3 48. Kd1 a5 49. Bd2+ Kd3 50. Kc1 a4 51. Bb4 g5 52. Kb2 g4 53. Bd6 Ke2 54. Be5 Kf3 55. Ka3 g3 56. Bd4 Ke4 57. Bb6 g2 58. Bg1 Kd3 59. Kxa4 b2 60. Bd4 b1=Q 61. Ka3 Qc1+ 62. Ka4 g1=Q 63. Kb5 Qxd4 64. Ka6 Qdb2 65. Ka7 Qca1# 0-1,no title,no title,win,1731,1683,2020,12,31,3,2020-12-31 03:56:05,65
https://lichess.org/BmgqxA1N,Rated Blitz game,2020-12-31 00:00:00,mhuether20,Lovelishkumar,White won,1688,1738,6,-7,Standard,180+2,C50,Normal,1. e4 e5 2. Nf3 Nf6 3. Bc4 Nc6 4. d3 Bc5 5. O-O O-O 6. h3 h6 7. Nc3 d6 8. Bb3 Nd4 9. Be3 c6 10. Na4 Nxf3+ 11. Qxf3 Bb6 12. Nxb6 axb6 13. Rad1 c5 14. Qg3 Kh7 15. f4 Nh5 16. Qf2 Nxf4 17. Bxf4 exf4 18. Qxf4 Be6 19. Bd5 Bxd5 20. exd5 Rxa2 21. Qf5+ Kg8 22. Rb1 Qh4 23. Rf4 Qe7 24. Re4 Qf6 25. Qxf6 gxf6 26. Rh4 Kg7 27. Rg4+ Kh7 28. Rf4 Kg6 29. Rg4+ Kf5 30. Rh4 Kg5 31. Rg4+ Kf5 32. Rf1+ Ke5 33. Re4+ Kxd5 34. c4+ Kc6 35. Rb1 Rg8 36. g4 f5 37. Rf4 fxg4 38. hxg4 h5 39. Kf2 hxg4 40. Kg3 Rg7 41. Rf6 Ra8 42. b4 Re8 43. b5+ Kc7 44. Rd1 Re6 45. Rf4 Rh6 46. Rxg4 Rxg4+ 47. Kxg4 Rg6+ 48. Kf5 Rg3 49. Kf6 Rf3+ 50. Kg5 Kd7 51. Kg4 Rf1 52. Kg3 Ke6 53. Rxf1 f5 54. Re1+ Kf6 55. Kf4 1-0,no title,no title,lose,1738,1688,2020,12,31,3,2020-12-31 03:47:36,55
https://lichess.org/PARP4jhQ,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,izcms02,Black won,1743,1776,-5,5,Standard,180+2,B08,Normal,1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be3 O-O 6. Bd3 Nbd7 7. h3 c5 8. d5 a6 9. O-O b5 10. a3 Bb7 11. b3 Ng4 12. Bd2 Nge5 13. Rc1 Nxd3 14. cxd3 Ne5 15. Qe2 f5 16. Ng5 fxe4 17. Ne6 exd3 18. Qe3 Qd7 19. Nxf8 Rxf8 20. f4 Nf7 21. Qxd3 e5 22. fxe5 Bxe5 23. Bf4 Re8 24. Bxe5 Nxe5 25. Qc2 b4 26. axb4 cxb4 27. Na4 Bxd5 28. Nb6 Qf7 29. Nxd5 Qxd5 30. Rcd1 Qe6 31. Rfe1 Rc8 32. Qb1 Rc3 33. Qa2 Qxb3 34. Qxb3+ Rxb3 35. Rxd6 Nc4 36. Rxa6 Re3 37. Rxe3 Nxe3 38. Kf2 Nc2 39. Rb6 Kf7 40. Ke2 b3 41. Rxb3 Nd4+ 42. Kf2 Nxb3 43. Kf3 Nc5 44. g4 Ne6 45. Ke4 Kf6 46. h4 h6 47. Kf3 Ke5 48. Kg3 Nd4 49. Kf2 Kf4 50. g5 hxg5 51. hxg5 Kxg5 52. Kg3 Nf5+ 53. Kf3 Kh4 54. Kf4 Nh6 55. Kf3 g5 56. Kg2 g4 57. Kf2 g3+ 58. Kg2 Nf5 59. Kf3 Kh3 60. Kf4 g2 61. Kxf5 0-1,no title,no title,lose,1743,1776,2020,12,31,3,2020-12-31 03:37:23,61
https://lichess.org/ei4POxbB,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,vinisb012,White won,1738,1674,5,-14,Standard,180+2,C50,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. h3 O-O 6. Bg5 h6 7. Bh4 d6 8. Nc3 Nd4 9. Nd5 g5 10. Bg3 Nxd5 11. Bxd5 Qf6 12. c3 Nxf3+ 13. gxf3 c6 14. Bb3 a5 15. a4 b5 16. axb5 cxb5 17. h4 a4 18. Bd5 Ra7 19. hxg5 Qxg5 20. Ke2 Be6 21. Bh4 Qf4 22. Qg1+ Kh7 23. Bg5 Qxf3+ 24. Kxf3 Bxd5 25. Rxh6+ 1-0,no title,no title,win,1738,1674,2020,12,31,3,2020-12-31 03:29:11,25
https://lichess.org/5TI8G0wY,Rated Blitz game,2020-12-31 00:00:00,Lovelishkumar,bernardoe,White won,1731,1782,7,-7,Standard,180+2,C57,Time forfeit,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5 5. Bxf7+ Kf8 6. Bc4 Bb6 7. d3 Nd4 8. Nf7 Qe7 9. Nxh8 d5 10. exd5 Bg4 11. f3 Bxf3 12. gxf3 Nh5 13. h4 Ng3 14. Bg5 Qc5 15. Rh2 Kg8 16. Ng6 hxg6 17. d6+ Kh7 18. dxc7 Bxc7 19. c3 Ndf5 20. Nd2 Re8 21. Rg2 Ne3 22. Bxe3 Qxe3+ 23. Re2 Qg1+ 24. Nf1 Qxf1+ 25. Kd2 Qxe2+ 26. Qxe2 Nxe2 27. Kxe2 a6 28. Rg1 Re7 29. Bd5 b5 30. Be4 Kh6 31. Rxg6+ Kh5 32. Rg4 Bd6 33. Bg6+ Kh6 34. Be4 Kh5 35. Bg6+ Kh6 36. h5 Re6 37. Bf5 Rf6 38. Be4 Be7 39. Ke3 1-0,no title,no title,win,1731,1782,2020,12,31,3,2020-12-31 03:15:28,39
https://lichess.org/4eRH53Pg,Rated Blitz game,2020-12-31 00:00:00,sbkennedy,Lovelishkumar,White won,1628,1739,7,-8,Standard,180+2,D30,Normal,1. d4 d5 2. c4 e6 3. a3 Nf6 4. Nc3 c5 5. Bf4 Nc6 6. e3 dxc4 7. Bxc4 cxd4 8. exd4 Qxd4 9. Qxd4 Nxd4 10. Bd3 a6 11. Nge2 Nb3 12. Rb1 Be7 13. O-O O-O 14. Bc4 Nc5 15. b4 Nce4 16. Nxe4 Nxe4 17. Bd3 Nf6 18. Bg5 h6 19. Bf4 b5 20. Be5 Bb7 21. Bxf6 Bxf6 22. Ng3 Rfd8 23. Be4 Bd5 24. Rfd1 Rac8 25. Bxd5 exd5 26. Rb3 Rc3 27. Rxc3 Bxc3 28. Rd3 d4 29. Ne4 Bb2 30. g3 Re8 31. Nc5 Ra8 32. Kg2 a5 33. h4 axb4 34. axb4 Bc3 35. Nb3 Rd8 36. Kf3 f5 37. Kf4 g6 38. Ke5 Kf7 39. Nxd4 Re8+ 40. Kd5 Rd8+ 41. Kc5 Bxd4+ 42. Rxd4 Rxd4 43. Kxd4 Ke6 44. Kc5 Ke5 45. Kxb5 Ke4 46. Kc6 Kf3 47. b5 Kxf2 48. b6 Kxg3 49. b7 f4 50. b8=Q g5 51. Qb3+ Kxh4 52. Kd6 Kg4 53. Ke5 f3 54. Ke4 f2 55. Qf3+ 1-0,no title,no title,lose,1739,1628,2020,12,31,3,2020-12-31 03:05:52,55
https://lichess.org/8WTS2O3G,Rated Blitz game,2020-12-30 00:00:00,Vica_5904,Lovelishkumar,Black won,1736,1733,-9,6,Standard,180+2,D00,Normal,1. d4 d5 2. Bf4 c5 3. Nc3 Nc6 4. Nb5 e5 5. dxe5 a6 6. Nc3 Bf5 7. Nxd5 Nd4 8. e4 Bxe4 9. Bd3 Qxd5 10. f3 Bxd3 11. Qxd3 c4 12. Qd1 Qa5+ 13. c3 Rd8 14. Ne2 Nxf3+ 0-1,no title,no title,win,1733,1736,2020,12,30,2,2020-12-30 15:31:41,14
https://lichess.org/5kEKTKeV,Rated Blitz game,2020-12-30 00:00:00,Lovelishkumar,chssmstr30,White won,1727,1742,6,-6,Standard,180+2,B30,Normal,1. e4 c5 2. Nf3 Nc6 3. c3 e5 4. d4 cxd4 5. cxd4 exd4 6. Nxd4 Nxd4 7. Qxd4 Nf6 8. Nc3 Qa5 9. Bd2 Bc5 10. Qe5+ Kd8 11. Nd5 Bxf2+ 12. Ke2 Qa6+ 13. Kxf2 Qe6 14. Qc7+ Ke8 15. Rc1 Nxe4+ 16. Kg1 Nxd2 17. Qxc8+ Rxc8 18. Rxc8# 1-0,no title,no title,win,1727,1742,2020,12,30,2,2020-12-30 15:28:01,18
https://lichess.org/9BrJleYc,Rated Blitz game,2020-12-30 00:00:00,Lovelishkumar,AndrzejWr,Black won,1732,1765,-5,5,Standard,180+2,C50,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 d6 5. Ng5 Nh6 6. h3 O-O 7. Nf3 Qf6 8. Bg5 Qg6 9. h4 Qh5 10. Qd2 Ng4 11. O-O Nxf2 12. Rxf2 Bxf2+ 13. Qxf2 Bg4 14. Nbd2 h6 15. Be3 Bxf3 16. Nxf3 Kh8 17. c3 f5 18. Kf1 f4 19. Bd2 Ne7 20. Ke2 a6 21. Rg1 b5 22. Be6 c6 23. Ke1 d5 24. g3 Ng6 25. exd5 cxd5 26. Bxd5 Rad8 27. Be4 fxg3 28. Rxg3 Nf4 29. Bxf4 exf4 30. Rg1 Rfe8 31. Kd2 Rxe4 32. Kc2 Re3 33. Re1 Rxf3 34. Re7 0-1,no title,no title,lose,1732,1765,2020,12,30,2,2020-12-30 15:19:53,34
https://lichess.org/EXLdrkH5,Rated Blitz game,2020-12-30 00:00:00,Pierre2225,Lovelishkumar,Draw,1716,1733,0,-1,Standard,180+2,C47,Normal,1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. d4 Nxd4 5. Nxd4 exd4 6. Qxd4 d6 7. Bg5 Be7 8. O-O-O O-O 9. f4 h6 10. Bh4 c5 11. Qd3 Ng4 12. Bxe7 Qxe7 13. Qg3 a6 14. Nd5 Qe6 15. h3 Nf6 16. Nc7 Qxa2 17. Nxa8 Qa1+ 18. Kd2 Nxe4+ 19. Ke1 Qxd1+ 20. Kxd1 Nxg3 21. Rg1 Nxf1 22. Rxf1 Bxh3 23. gxh3 Rxa8 24. Rf3 b5 25. Kd2 c4 26. Kc3 a5 27. Re3 Kf8 28. Re4 d5 29. Re5 Rd8 30. h4 d4+ 31. Kd2 f6 32. Rxb5 d3 33. cxd3 Rxd3+ 34. Ke2 Rb3 35. Rxa5 Rxb2+ 36. Kd1 Rh2 37. Rc5 Rxh4 38. Rxc4 Kf7 39. Ke2 Rh3 40. Kf2 Ke6 41. Kg2 Ra3 42. Rc5 Ra4 43. f5+ Kd6 44. Rb5 Rf4 45. Kg3 Rf1 46. Kg4 Rg1+ 47. Kh5 Kc6 48. Ra5 Rg5+ 49. Kh4 Rg1 50. Kh5 Rg5+ 51. Kh4 g6 52. Ra6+ Kd5 53. Rxf6 Ke5 54. Rxg6 Rxg6 55. fxg6 Kf6 56. Kh5 Kg7 57. Kh4 Kxg6 58. Kg4 h5+ 59. Kh4 Kh6 60. Kg3 Kg5 61. Kh3 h4 62. Kg2 Kg4 63. Kh2 h3 64. Kg1 Kg3 65. Kh1 h2 1/2-1/2,no title,no title,draw,1733,1716,2020,12,30,2,2020-12-30 15:10:51,65
